23.05.21,2023 MSI 브래킷 스테이지,JDG Missing,승,0,0,7,8.4,64%
23.05.21,2023 MSI 브래킷 스테이지,JDG Ruler,승,2,0,2,4.8,36%
23.05.21,2023 MSI 브래킷 스테이지,JDG Knight,승,5,1,4,9,82%
23.05.21,2023 MSI 브래킷 스테이지,JDG Kanavi,승,3,0,5,9.6,73%
23.05.21,2023 MSI 브래킷 스테이지,JDG 369,승,1,0,3,4.8,36%
23.05.21,2023 MSI 브래킷 스테이지,BLG ON,패,0,0,0,0,0%
23.05.21,2023 MSI 브래킷 스테이지,BLG Elk,패,0,1,0,0,0%
23.05.21,2023 MSI 브래킷 스테이지,BLG Yagao,패,0,3,1,0.3,100%
23.05.21,2023 MSI 브래킷 스테이지,BLG XUN,패,1,5,0,0.2,100%
23.05.21,2023 MSI 브래킷 스테이지,BLG Bin,패,0,2,0,0,0%
23.05.21,2023 MSI 브래킷 스테이지,BLG ON,패,1,2,1,1,67%
23.05.21,2023 MSI 브래킷 스테이지,BLG Elk,패,0,1,1,1,33%
23.05.21,2023 MSI 브래킷 스테이지,BLG Yagao,패,1,3,1,0.7,67%
23.05.21,2023 MSI 브래킷 스테이지,BLG XUN,패,1,3,1,0.7,67%
23.05.21,2023 MSI 브래킷 스테이지,BLG Bin,패,0,3,0,0,0%
23.05.21,2023 MSI 브래킷 스테이지,JDG Missing,승,0,3,8,2.7,67%
23.05.21,2023 MSI 브래킷 스테이지,JDG Ruler,승,4,0,3,8.4,58%
23.05.21,2023 MSI 브래킷 스테이지,JDG Knight,승,7,0,3,12,83%
23.05.21,2023 MSI 브래킷 스테이지,JDG Kanavi,승,1,0,6,8.4,58%
23.05.21,2023 MSI 브래킷 스테이지,JDG 369,승,0,0,3,3.6,25%
23.05.21,2023 MSI 브래킷 스테이지,JDG Missing,패,0,3,9,3,82%
23.05.21,2023 MSI 브래킷 스테이지,JDG Ruler,패,4,3,2,2,55%
23.05.21,2023 MSI 브래킷 스테이지,JDG Knight,패,2,6,2,0.7,36%
23.05.21,2023 MSI 브래킷 스테이지,JDG Kanavi,패,3,1,4,7,64%
23.05.21,2023 MSI 브래킷 스테이지,JDG 369,패,2,3,5,2.3,64%
23.05.21,2023 MSI 브래킷 스테이지,BLG ON,승,1,0,14,18,94%
23.05.21,2023 MSI 브래킷 스테이지,BLG Elk,승,4,2,7,5.5,69%
23.05.21,2023 MSI 브래킷 스테이지,BLG Yagao,승,5,2,7,6,75%
23.05.21,2023 MSI 브래킷 스테이지,BLG XUN,승,3,4,11,3.5,88%
23.05.21,2023 MSI 브래킷 스테이지,BLG Bin,승,3,3,2,1.7,31%
23.05.21,2023 MSI 브래킷 스테이지,BLG ON,패,1,2,2,1.5,75%
23.05.21,2023 MSI 브래킷 스테이지,BLG Elk,패,2,3,1,1,75%
23.05.21,2023 MSI 브래킷 스테이지,BLG Yagao,패,0,3,2,0.7,50%
23.05.21,2023 MSI 브래킷 스테이지,BLG XUN,패,0,1,3,3,75%
23.05.21,2023 MSI 브래킷 스테이지,BLG Bin,패,1,4,0,0.3,25%
23.05.21,2023 MSI 브래킷 스테이지,JDG Missing,승,1,2,7,4,62%
23.05.21,2023 MSI 브래킷 스테이지,JDG Ruler,승,3,0,4,8.4,54%
23.05.21,2023 MSI 브래킷 스테이지,JDG Knight,승,5,0,4,10.8,69%
23.05.21,2023 MSI 브래킷 스테이지,JDG Kanavi,승,2,1,5,7,54%
23.05.21,2023 MSI 브래킷 스테이지,JDG 369,승,2,1,5,7,54%
23.05.20,2023 MSI 브래킷 스테이지,T1 Keria,패,0,5,9,1.8,82%
23.05.20,2023 MSI 브래킷 스테이지,T1 Gumayusi,패,3,5,2,1,45%
23.05.20,2023 MSI 브래킷 스테이지,T1 Faker,패,2,2,4,3,55%
23.05.20,2023 MSI 브래킷 스테이지,T1 Oner,패,2,1,5,7,64%
23.05.20,2023 MSI 브래킷 스테이지,T1 Zeus,패,4,3,2,2,55%
23.05.20,2023 MSI 브래킷 스테이지,BLG ON,승,1,1,13,14,88%
23.05.20,2023 MSI 브래킷 스테이지,BLG Elk,승,4,2,7,5.5,69%
23.05.20,2023 MSI 브래킷 스테이지,BLG Yagao,승,1,3,10,3.7,69%
23.05.20,2023 MSI 브래킷 스테이지,BLG XUN,승,8,3,3,3.7,69%
23.05.20,2023 MSI 브래킷 스테이지,BLG Bin,승,2,2,6,4,50%
23.05.20,2023 MSI 브래킷 스테이지,BLG ON,패,0,3,5,1.7,63%
23.05.20,2023 MSI 브래킷 스테이지,BLG Elk,패,6,3,1,2.3,88%
23.05.20,2023 MSI 브래킷 스테이지,BLG Yagao,패,0,4,5,1.3,63%
23.05.20,2023 MSI 브래킷 스테이지,BLG XUN,패,1,4,6,1.8,88%
23.05.20,2023 MSI 브래킷 스테이지,BLG Bin,패,1,6,3,0.7,50%
23.05.20,2023 MSI 브래킷 스테이지,T1 Keria,승,1,2,12,6.5,65%
23.05.20,2023 MSI 브래킷 스테이지,T1 Gumayusi,승,6,1,7,13,65%
23.05.20,2023 MSI 브래킷 스테이지,T1 Faker,승,3,2,6,4.5,45%
23.05.20,2023 MSI 브래킷 스테이지,T1 Oner,승,5,1,7,12,60%
23.05.20,2023 MSI 브래킷 스테이지,T1 Zeus,승,5,2,6,5.5,55%
23.05.20,2023 MSI 브래킷 스테이지,BLG ON,승,0,0,10,12,71%
23.05.20,2023 MSI 브래킷 스테이지,BLG Elk,승,2,1,6,8,57%
23.05.20,2023 MSI 브래킷 스테이지,BLG Yagao,승,2,0,8,12,71%
23.05.20,2023 MSI 브래킷 스테이지,BLG XUN,승,8,1,1,9,64%
23.05.20,2023 MSI 브래킷 스테이지,BLG Bin,승,2,2,5,3.5,50%
23.05.20,2023 MSI 브래킷 스테이지,T1 Keria,패,1,3,1,0.7,50%
23.05.20,2023 MSI 브래킷 스테이지,T1 Gumayusi,패,1,3,1,0.7,50%
23.05.20,2023 MSI 브래킷 스테이지,T1 Faker,패,0,2,2,1,50%
23.05.20,2023 MSI 브래킷 스테이지,T1 Oner,패,2,2,2,2,100%
23.05.20,2023 MSI 브래킷 스테이지,T1 Zeus,패,0,4,2,0.5,50%
23.05.20,2023 MSI 브래킷 스테이지,T1 Keria,패,3,4,8,2.8,79%
23.05.20,2023 MSI 브래킷 스테이지,T1 Gumayusi,패,3,4,6,2.3,64%
23.05.20,2023 MSI 브래킷 스테이지,T1 Faker,패,1,6,5,1,43%
23.05.20,2023 MSI 브래킷 스테이지,T1 Oner,패,3,6,7,1.7,71%
23.05.20,2023 MSI 브래킷 스테이지,T1 Zeus,패,4,3,5,3,64%
23.05.20,2023 MSI 브래킷 스테이지,BLG ON,승,2,2,20,11,96%
23.05.20,2023 MSI 브래킷 스테이지,BLG Elk,승,12,3,10,7.3,96%
23.05.20,2023 MSI 브래킷 스테이지,BLG Yagao,승,1,4,15,4,70%
23.05.20,2023 MSI 브래킷 스테이지,BLG XUN,승,7,4,12,4.8,83%
23.05.20,2023 MSI 브래킷 스테이지,BLG Bin,승,1,1,6,7,30%
23.05.19,2023 MSI 브래킷 스테이지,BLG ON,승,4,3,12,5.3,55%
23.05.19,2023 MSI 브래킷 스테이지,BLG Elk,승,16,1,11,27,93%
23.05.19,2023 MSI 브래킷 스테이지,BLG Yagao,승,4,3,20,8,83%
23.05.19,2023 MSI 브래킷 스테이지,BLG XUN,승,2,6,12,2.3,48%
23.05.19,2023 MSI 브래킷 스테이지,BLG Bin,승,3,4,18,5.3,72%
23.05.19,2023 MSI 브래킷 스테이지,GEN Delight,패,2,7,9,1.6,65%
23.05.19,2023 MSI 브래킷 스테이지,GEN Peyz,패,7,4,7,3.5,82%
23.05.19,2023 MSI 브래킷 스테이지,GEN Chovy,패,0,7,10,1.4,59%
23.05.19,2023 MSI 브래킷 스테이지,GEN Peanut,패,7,4,7,3.5,82%
23.05.19,2023 MSI 브래킷 스테이지,GEN Doran,패,1,7,10,1.6,65%
23.05.19,2023 MSI 브래킷 스테이지,BLG ON,승,0,5,14,2.8,78%
23.05.19,2023 MSI 브래킷 스테이지,BLG Elk,승,7,1,6,13,72%
23.05.19,2023 MSI 브래킷 스테이지,BLG Yagao,승,1,2,11,6,67%
23.05.19,2023 MSI 브래킷 스테이지,BLG XUN,승,2,1,11,13,72%
23.05.19,2023 MSI 브래킷 스테이지,BLG Bin,승,8,2,4,6,67%
23.05.19,2023 MSI 브래킷 스테이지,GEN Delight,패,1,3,8,3,82%
23.05.19,2023 MSI 브래킷 스테이지,GEN Peyz,패,4,3,5,3,82%
23.05.19,2023 MSI 브래킷 스테이지,GEN Chovy,패,3,5,5,1.6,73%
23.05.19,2023 MSI 브래킷 스테이지,GEN Peanut,패,2,3,7,3,82%
23.05.19,2023 MSI 브래킷 스테이지,GEN Doran,패,1,4,4,1.3,45%
23.05.19,2023 MSI 브래킷 스테이지,GEN Delight,패,2,1,3,5,83%
23.05.19,2023 MSI 브래킷 스테이지,GEN Peyz,패,1,3,5,2,100%
23.05.19,2023 MSI 브래킷 스테이지,GEN Chovy,패,1,3,2,1,50%
23.05.19,2023 MSI 브래킷 스테이지,GEN Peanut,패,2,4,1,0.8,50%
23.05.19,2023 MSI 브래킷 스테이지,GEN Doran,패,0,5,1,0.2,17%
23.05.19,2023 MSI 브래킷 스테이지,BLG ON,승,1,0,14,18,94%
23.05.19,2023 MSI 브래킷 스테이지,BLG Elk,승,8,2,7,7.5,94%
23.05.19,2023 MSI 브래킷 스테이지,BLG Yagao,승,1,1,12,13,81%
23.05.19,2023 MSI 브래킷 스테이지,BLG XUN,승,1,1,10,11,69%
23.05.19,2023 MSI 브래킷 스테이지,BLG Bin,승,5,2,2,3.5,44%
23.05.19,2023 MSI 브래킷 스테이지,JDG Missing,승,0,3,12,4,75%
23.05.19,2023 MSI 브래킷 스테이지,JDG Ruler,승,12,1,3,15,94%
23.05.19,2023 MSI 브래킷 스테이지,JDG Knight,승,2,2,14,8,100%
23.05.19,2023 MSI 브래킷 스테이지,JDG Kanavi,승,2,0,13,18,94%
23.05.19,2023 MSI 브래킷 스테이지,JDG 369,승,0,3,13,4.3,81%
23.05.19,2023 MSI 브래킷 스테이지,T1 Keria,패,0,1,6,6,67%
23.05.19,2023 MSI 브래킷 스테이지,T1 Gumayusi,패,4,2,3,3.5,78%
23.05.19,2023 MSI 브래킷 스테이지,T1 Faker,패,1,5,6,1.4,78%
23.05.19,2023 MSI 브래킷 스테이지,T1 Oner,패,0,5,7,1.4,78%
23.05.19,2023 MSI 브래킷 스테이지,T1 Zeus,패,4,3,2,2,67%
23.05.19,2023 MSI 브래킷 스테이지,T1 Keria,,0,2,6,3,86%
23.05.19,2023 MSI 브래킷 스테이지,T1 Gumayusi,패,5,3,1,2,86%
23.05.19,2023 MSI 브래킷 스테이지,T1 Faker,패,0,2,4,2,57%
23.05.19,2023 MSI 브래킷 스테이지,T1 Oner,패,2,5,2,0.8,57%
23.05.19,2023 MSI 브래킷 스테이지,T1 Zeus,패,0,4,5,1.3,71%
23.05.19,2023 MSI 브래킷 스테이지,JDG Missing,승,0,3,15,5,94%
23.05.19,2023 MSI 브래킷 스테이지,JDG Ruler,,4,2,4,4,50%
23.05.19,2023 MSI 브래킷 스테이지,JDG Knight,승,3,1,9,12,75%
23.05.19,2023 MSI 브래킷 스테이지,JDG Kanavi,승,6,0,9,18,94%
23.05.19,2023 MSI 브래킷 스테이지,JDG 369,승,3,1,4,7,44%
23.05.18,2023 MSI 브래킷 스테이지,T1 Keria,승,0,3,9,3,75%
23.05.18,2023 MSI 브래킷 스테이지,T1 Gumayusi,승,7,1,2,9,75%
23.05.18,2023 MSI 브래킷 스테이지,T1 Faker,승,2,3,9,3.7,92%
23.05.18,2023 MSI 브래킷 스테이지,T1 Oner,승,1,2,10,5.5,92%
23.05.18,2023 MSI 브래킷 스테이지,T1 Zeus,승,2,1,7,9,75%
23.05.18,2023 MSI 브래킷 스테이지,JDG Missing,패,1,2,6,3.5,78%
23.05.18,2023 MSI 브래킷 스테이지,JDG Ruler,패,2,3,3,1.7,56%
23.05.18,2023 MSI 브래킷 스테이지,JDG Knight,패,3,2,5,4,89%
23.05.18,2023 MSI 브래킷 스테이지,JDG Kanavi,패,1,4,4,1.3,56%
23.05.18,2023 MSI 브래킷 스테이지,JDG 369,패,2,1,4,6,67%
23.05.18,2023 MSI 브래킷 스테이지,JDG Missing,패,1,1,7,8,89%
23.05.18,2023 MSI 브래킷 스테이지,JDG Ruler,패,1,1,4,5,56%
23.05.18,2023 MSI 브래킷 스테이지,JDG Knight,패,3,2,4,3.5,78%
23.05.18,2023 MSI 브래킷 스테이지,JDG Kanavi,패,2,2,4,3,67%
23.05.18,2023 MSI 브래킷 스테이지,JDG 369,패,2,3,3,1.7,56%
23.05.18,2023 MSI 브래킷 스테이지,T1 Keria,승,0,1,6,6,67%
23.05.18,2023 MSI 브래킷 스테이지,T1 Gumayusi,승,4,2,2,3,67%
23.05.18,2023 MSI 브래킷 스테이지,T1 Faker,승,3,2,1,2,44%
23.05.18,2023 MSI 브래킷 스테이지,T1 Oner,승,1,3,7,2.7,89%
23.05.18,2023 MSI 브래킷 스테이지,T1 Zeus,승,1,1,4,5,56%
23.05.18,2023 MSI 브래킷 스테이지,T1 Keria,패,1,3,2,1,100%
23.05.18,2023 MSI 브래킷 스테이지,T1 Gumayusi,패,1,3,2,1,100%
23.05.18,2023 MSI 브래킷 스테이지,T1 Faker,패,0,6,2,0.3,67%
23.05.18,2023 MSI 브래킷 스테이지,T1 Oner,패,1,3,2,1,100%
23.05.18,2023 MSI 브래킷 스테이지,T1 Zeus,패,0,2,3,1.5,100%
23.05.18,2023 MSI 브래킷 스테이지,JDG Missing,승,1,1,12,13,76%
23.05.18,2023 MSI 브래킷 스테이지,JDG Ruler,승,9,0,3,14.4,71%
23.05.18,2023 MSI 브래킷 스테이지,JDG Knight,승,4,0,13,20.4,100%
23.05.18,2023 MSI 브래킷 스테이지,JDG Kanavi,승,2,0,11,15.6,76%
23.05.18,2023 MSI 브래킷 스테이지,JDG 369,승,1,2,4,2.5,29%
23.05.17,2023 MSI 브래킷 스테이지,GEN Delight,승,0,1,6,6,46%
23.05.17,2023 MSI 브래킷 스테이지,GEN Peyz,승,3,0,3,7.2,46%
23.05.17,2023 MSI 브래킷 스테이지,GEN Chovy,승,4,1,4,8,62%
23.05.17,2023 MSI 브래킷 스테이지,GEN Peanut,승,5,0,6,13.2,85%
23.05.17,2023 MSI 브래킷 스테이지,GEN Doran,승,1,0,3,4.8,31%
23.05.17,2023 MSI 브래킷 스테이지,C9 Zven,패,0,3,2,0.7,100%
23.05.17,2023 MSI 브래킷 스테이지,C9 Berserker,패,0,4,2,0.5,100%
23.05.17,2023 MSI 브래킷 스테이지,C9 EMENES,패,1,0,1,2.4,100%
23.05.17,2023 MSI 브래킷 스테이지,C9 Blaber,패,1,4,0,0.3,50%
23.05.17,2023 MSI 브래킷 스테이지,C9 Fudge,패,0,2,0,0,0%
23.05.17,2023 MSI 브래킷 스테이지,GEN Delight,승,0,2,14,7,64%
23.05.17,2023 MSI 브래킷 스테이지,GEN Peyz,승,6,2,6,6,55%
23.05.17,2023 MSI 브래킷 스테이지,GEN Chovy,승,8,0,6,16.8,64%
23.05.17,2023 MSI 브래킷 스테이지,GEN Peanut,승,6,1,5,11,50%
23.05.17,2023 MSI 브래킷 스테이지,GEN Doran,승,2,4,8,2.5,45%
23.05.17,2023 MSI 브래킷 스테이지,C9 Zven,패,0,5,4,0.8,44%
23.05.17,2023 MSI 브래킷 스테이지,C9 Berserker,패,2,3,0,0.7,22%
23.05.17,2023 MSI 브래킷 스테이지,C9 EMENES,패,1,4,1,0.5,22%
23.05.17,2023 MSI 브래킷 스테이지,C9 Blaber,패,2,6,2,0.7,44%
23.05.17,2023 MSI 브래킷 스테이지,C9 Fudge,패,4,4,2,1.5,67%
23.05.17,2023 MSI 브래킷 스테이지,C9 Zven,패,0,3,3,1,60%
23.05.17,2023 MSI 브래킷 스테이지,C9 Berserker,패,1,2,1,1,40%
23.05.17,2023 MSI 브래킷 스테이지,C9 EMENES,패,2,2,0,1,40%
23.05.17,2023 MSI 브래킷 스테이지,C9 Blaber,패,1,4,2,0.8,60%
23.05.17,2023 MSI 브래킷 스테이지,C9 Fudge,패,1,5,1,0.4,40%
23.05.17,2023 MSI 브래킷 스테이지,GEN Delight,승,2,0,11,15.6,81%
23.05.17,2023 MSI 브래킷 스테이지,GEN Peyz,승,5,1,6,11,69%
23.05.17,2023 MSI 브래킷 스테이지,GEN Chovy,승,2,1,11,13,81%
23.05.17,2023 MSI 브래킷 스테이지,GEN Peanut,승,4,0,7,13.2,69%
23.05.17,2023 MSI 브래킷 스테이지,GEN Doran,승,3,3,6,3,56%
23.05.17,2023 MSI 브래킷 스테이지,BLG ON,승,0,0,18,21.6,90%
23.05.17,2023 MSI 브래킷 스테이지,BLG Elk,승,6,2,7,6.5,65%
23.05.17,2023 MSI 브래킷 스테이지,BLG Yagao,승,2,2,10,6,60%
23.05.17,2023 MSI 브래킷 스테이지,BLG XUN,승,7,2,5,6,60%
23.05.17,2023 MSI 브래킷 스테이지,BLG Bin,승,5,0,9,16.8,70%
23.05.17,2023 MSI 브래킷 스테이지,G2 Mikyx,패,0,6,5,0.8,83%
23.05.17,2023 MSI 브래킷 스테이지,G2 Hans Sama,패,2,4,2,1,67%
23.05.17,2023 MSI 브래킷 스테이지,G2 Caps,패,1,4,2,0.8,50%
23.05.17,2023 MSI 브래킷 스테이지,G2 Yike,패,2,3,2,1.3,67%
23.05.17,2023 MSI 브래킷 스테이지,G2 BrokenBlade,패,1,3,2,1,50%
23.05.16,2023 MSI 브래킷 스테이지,BLG ON,승,0,2,14,7,82%
23.05.16,2023 MSI 브래킷 스테이지,BLG Elk,승,4,3,4,2.7,47%
23.05.16,2023 MSI 브래킷 스테이지,BLG Yagao,승,3,3,5,2.7,47%
23.05.16,2023 MSI 브래킷 스테이지,BLG XUN,승,6,3,7,4.3,76%
23.05.16,2023 MSI 브래킷 스테이지,BLG Bin,승,4,6,3,1.2,41%
23.05.16,2023 MSI 브래킷 스테이지,G2 Mikyx,패,0,2,12,6,71%
23.05.16,2023 MSI 브래킷 스테이지,G2 Hans Sama,패,3,3,10,4.3,76%
23.05.16,2023 MSI 브래킷 스테이지,G2 Caps,패,3,5,8,2.2,65%
23.05.16,2023 MSI 브래킷 스테이지,G2 Yike,패,8,3,4,4,71%
23.05.16,2023 MSI 브래킷 스테이지,G2 BrokenBlade,패,3,4,7,2.5,59%
23.05.16,2023 MSI 브래킷 스테이지,BLG ON,패,2,2,6,4,80%
23.05.16,2023 MSI 브래킷 스테이지,BLG Elk,패,3,3,1,1.3,40%
23.05.16,2023 MSI 브래킷 스테이지,BLG Yagao,패,1,4,3,1,40%
23.05.16,2023 MSI 브래킷 스테이지,BLG XUN,패,3,3,5,2.7,80%
23.05.16,2023 MSI 브래킷 스테이지,BLG Bin,패,1,3,2,1,30%
23.05.16,2023 MSI 브래킷 스테이지,G2 Mikyx,승,0,4,12,3,80%
23.05.16,2023 MSI 브래킷 스테이지,G2 Hans Sama,승,8,1,5,13,87%
23.05.16,2023 MSI 브래킷 스테이지,G2 Caps,승,3,3,9,4,80%
23.05.16,2023 MSI 브래킷 스테이지,G2 Yike,승,1,1,12,13,87%
23.05.16,2023 MSI 브래킷 스테이지,G2 BrokenBlade,승,3,1,6,9,60%
23.05.16,2023 MSI 브래킷 스테이지,BLG ON,승,3,5,21,4.8,83%
23.05.16,2023 MSI 브래킷 스테이지,BLG Elk,승,12,2,12,12,83%
23.05.16,2023 MSI 브래킷 스테이지,BLG Yagao,승,5,2,13,9,62%
23.05.16,2023 MSI 브래킷 스테이지,BLG XUN,승,5,4,14,4.8,66%
23.05.16,2023 MSI 브래킷 스테이지,BLG Bin,승,4,2,12,8,55%
23.05.16,2023 MSI 브래킷 스테이지,G2 Mikyx,패,3,8,7,1.3,67%
23.05.16,2023 MSI 브래킷 스테이지,G2 Hans Sama,패,8,5,5,2.6,87%
23.05.16,2023 MSI 브래킷 스테이지,G2 Caps,패,1,7,6,1,47%
23.05.16,2023 MSI 브래킷 스테이지,G2 Yike,패,3,5,8,2.2,73%
23.05.16,2023 MSI 브래킷 스테이지,G2 BrokenBlade,패,0,4,6,1.5,40%
23.05.15,2023 MSI 브래킷 스테이지,C9 Zven,승,0,0,9,10.8,64%
23.05.15,2023 MSI 브래킷 스테이지,C9 Berserker,승,6,0,2,9.6,57%
23.05.15,2023 MSI 브래킷 스테이지,C9 EMENES,승,5,1,7,12,86%
23.05.15,2023 MSI 브래킷 스테이지,C9 Blaber,승,2,1,6,8,57%
23.05.15,2023 MSI 브래킷 스테이지,C9 Fudge,승,1,0,5,7.2,43%
23.05.15,2023 MSI 브래킷 스테이지,GG huhi,패,0,3,1,0.3,50%
23.05.15,2023 MSI 브래킷 스테이지,GG Stixxay,패,1,3,0,0.3,50%
23.05.15,2023 MSI 브래킷 스테이지,GG Gori,패,1,4,0,0.3,50%
23.05.15,2023 MSI 브래킷 스테이지,GG River,패,0,2,1,0.5,50%
23.05.15,2023 MSI 브래킷 스테이지,GG Licorice,패,0,2,1,0.5,50%
23.05.15,2023 MSI 브래킷 스테이지,GG huhi,패,0,5,8,1.6,100%
23.05.15,2023 MSI 브래킷 스테이지,GG Stixxay,패,2,3,3,1.7,63%
23.05.15,2023 MSI 브래킷 스테이지,GG Gori,패,2,5,6,1.6,100%
23.05.15,2023 MSI 브래킷 스테이지,GG River,패,3,5,3,1.2,75%
23.05.15,2023 MSI 브래킷 스테이지,GG Licorice,패,1,3,1,0.7,25%
23.05.15,2023 MSI 브래킷 스테이지,C9 Zven,승,1,1,13,14,67%
23.05.15,2023 MSI 브래킷 스테이지,C9 Berserker,승,6,0,9,18,71%
23.05.15,2023 MSI 브래킷 스테이지,C9 EMENES,승,2,2,7,4.5,43%
23.05.15,2023 MSI 브래킷 스테이지,C9 Blaber,승,9,3,5,4.7,67%
23.05.15,2023 MSI 브래킷 스테이지,C9 Fudge,승,3,2,5,4,38%
23.05.15,2023 MSI 브래킷 스테이지,GG huhi,승,1,3,17,6,86%
23.05.15,2023 MSI 브래킷 스테이지,GG Stixxay,승,9,2,6,7.5,71%
23.05.15,2023 MSI 브래킷 스테이지,GG Gori,승,2,4,11,3.3,62%
23.05.15,2023 MSI 브래킷 스테이지,GG River,승,8,1,5,13,62%
23.05.15,2023 MSI 브래킷 스테이지,GG Licorice,승,1,1,11,12,57%
23.05.15,2023 MSI 브래킷 스테이지,C9 Zven,패,0,5,6,1.2,55%
23.05.15,2023 MSI 브래킷 스테이지,C9 Berserker,패,6,4,2,2,73%
23.05.15,2023 MSI 브래킷 스테이지,C9 EMENES,패,2,4,5,1.8,64%
23.05.15,2023 MSI 브래킷 스테이지,C9 Blaber,패,2,4,7,2.3,82%
23.05.15,2023 MSI 브래킷 스테이지,C9 Fudge,패,1,4,4,1.3,45%
23.05.15,2023 MSI 브래킷 스테이지,C9 Zven,패,0,2,4,2,67%
23.05.15,2023 MSI 브래킷 스테이지,C9 Berserker,패,3,3,1,1.3,67%
23.05.15,2023 MSI 브래킷 스테이지,GG Gori,패,0,4,4,1,67%
23.05.15,2023 MSI 브래킷 스테이지,GG River,패,0,3,3,1,50%
23.05.15,2023 MSI 브래킷 스테이지,GG Licorice,패,3,1,3,6,100%
23.05.15,2023 MSI 브래킷 스테이지,C9 Zven,승,0,1,10,10,77%
23.05.15,2023 MSI 브래킷 스테이지,C9 Berserker,승,1,1,5,6,46%
23.05.15,2023 MSI 브래킷 스테이지,C9 EMENES,승,3,0,6,10.8,69%
23.05.15,2023 MSI 브래킷 스테이지,C9 Blaber,승,4,2,6,5,77%
23.05.15,2023 MSI 브래킷 스테이지,C9 Fudge,승,5,2,5,5,77%
23.05.14,2023 MSI 브래킷 스테이지,JDG Missing,승,0,1,15,15,94%
23.05.14,2023 MSI 브래킷 스테이지,JDG Ruler,승,9,2,7,8,100%
